id,title,country,points,price,province,variety,winery,count,counts
19302,Refugio Ranch 2014 Viognier (Santa Ynez Valley),US,87,28.00,California,Viognier,Refugio Ranch,203,160
19303,Blue Rock 2014 Chardonnay (Sonoma Coast),US,91,48.00,California,Chardonnay,Blue Rock,2294,1342
19304,Lincourt 2014 Carol Ann Chardonnay (Sta. Rita Hills),US,90,35.00,California,Chardonnay,Lincourt,2294,1342
19305,Ram's Gate 2014 Durell Vineyard Chardonnay (Sonoma Coast),US,91,74.00,California,Chardonnay,Ram's Gate,2294,1342
19306,Joh. Jos. PrÃ¼m 2014 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Germany,94,37.00,Mosel,Riesling,Joh. Jos. PrÃ¼m,1022,356
19307,Bodega Renacer 2014 Punto Final Estate Grown Cabernet Sauvignon (Mendoza),Argentina,88,12.00,Mendoza Province,Cabernet Sauvignon,Bodega Renacer,1845,96
19308,Jean-Luc and Paul Aegerter 2014 LÃ©on (Coteaux Bourguignons),France,84,23.00,Burgundy,Pinot Noir-Gamay,Jean-Luc and Paul Aegerter,5,5
19309,Ektimo Vineyards 2014 Sauvignon Blanc (Dry Creek Valley),US,84,24.00,California,Sauvignon Blanc,Ektimo Vineyards,1025,462
19310,Secret Spot Wines 2014 ValpaÃ§os Red (TrÃ¡s-os-Montes),Portugal,90,60.00,TrÃ¡s-os-Montes,Portuguese Red,Secret Spot Wines,492,492
19311,Pike Road 2014 Pinot Noir (Willamette Valley),US,90,19.00,Oregon,Pinot Noir,Pike Road,2648,1958
19312,Finca Los Olmos 2014 Wise Ass Chardonnay (MaipÃº),Argentina,82,14.00,Mendoza Province,Chardonnay,Finca Los Olmos,2294,64
19313,Louis Jadot 2014 BÃ¢tard-Montrachet,France,98,367.00,Burgundy,Chardonnay,Louis Jadot,2294,514
19314,Camille Paquet 2014 Les Crays (Pouilly-FuissÃ©),France,86,40.00,Burgundy,Chardonnay,Camille Paquet,2294,514
19315,Domaine Jean-Paul Balland 2014 Sancerre,France,91,22.00,Loire Valley,Sauvignon Blanc,Domaine Jean-Paul Balland,1025,191
19316,Stonecroft 2014 Crofters Gimblett Gravels Syrah (Hawke's Bay),New Zealand,89,23.00,Hawke's Bay,Syrah,Stonecroft,829,13
19317,Elephant Seven 2014 Yellow Bird Syrah (Walla Walla Valley (WA)),US,89,45.00,Washington,Syrah,Elephant Seven,829,631
19318,Rasa 2014 For the Love of the Game Cabernet Sauvignon (Horse Heaven Hills),US,91,95.00,Washington,Cabernet Sauvignon,Rasa,1845,1432
19319,ChÃ¢teau La Branne 2014 MÃ©doc,France,90,20.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau La Branne,1376,946
19320,Bernard Magrez 2014 ChÃ¢teau des Muraires RosÃ© (CÃ´tes de Provence),France,89,29.00,Provence,RosÃ©,Bernard Magrez,735,407
19321,Quinta dos PoÃ§os 2014 Colheita Red (Douro),Portugal,88,15.00,Douro,Portuguese Red,Quinta dos PoÃ§os,492,492
19322,Benvenuto de la Serna 2014 Mil Piedras Malbec (Vista Flores),Argentina,90,13.00,Mendoza Province,Malbec,Benvenuto de la Serna,549,316
19323,Domaine Michel Goubard 2014 Mont-Avril (CÃ´te Chalonnaise),France,85,22.00,Burgundy,Pinot Noir,Domaine Michel Goubard,2648,387
19324,Turasan 2014 Selda White (Cappadocia),Turkey,86,15.00,Cappadocia,White Blend,Turasan,465,1
19325,Louis Jadot 2014 Beaujolais,France,85,13.00,Beaujolais,Gamay,Louis Jadot,191,190
19326,McManis 2014 Jamie Lynn Vineyard Barbera (California),US,84,11.00,California,Barbera,McManis,152,52
19327,DÃ£o Sul 2014 Casa de Santar Reserva Branco White (DÃ£o),Portugal,90,17.00,DÃ£o,Portuguese White,DÃ£o Sul,248,248
19328,Dopff Au Moulin 2014 Schoenenbourg Grand Cru Pinot Gris (Alsace),France,90,40.00,Alsace,Pinot Gris,Dopff Au Moulin,287,93
19329,Black's Station 2014 Malbec (Yolo County),US,88,12.00,California,Malbec,Black's Station,549,117
19330,Domaine Roland Schmitt 2014 Grand A du Petit LÃ©on Sylvaner (Alsace),France,90,16.00,Alsace,Sylvaner,Domaine Roland Schmitt,10,8
19331,Quinta do Portal 2014 Reserva Red (Douro),Portugal,92,28.00,Douro,Portuguese Red,Quinta do Portal,492,492
19332,Casa de Cambres 2014 Colheita Red (Douro),Portugal,85,12.00,Douro,Portuguese Red,Casa de Cambres,492,492
19333,Baker & Brain 2014 Stolo Vineyard Pinot Noir (San Luis Obispo County),US,91,42.00,California,Pinot Noir,Baker & Brain,2648,1958
19334,August Briggs 2014 Pinot Meunier (Russian River Valley),US,88,42.00,California,Pinot Meunier,August Briggs,5,5
19335,Domaine RenÃ© Bouvier 2014 Le Clos (Marsannay),France,87,0.00,Burgundy,Chardonnay,Domaine RenÃ© Bouvier,2294,514
19336,Domaines Devillard 2014 Domaine de la FertÃ© (Givry),France,87,35.00,Burgundy,Pinot Noir,Domaines Devillard,2648,387
19337,Jermann 2014 Vintage Tunina White (Venezia Giulia),Italy,92,69.00,Northeastern Italy,White Blend,Jermann,465,165
19338,Quinta de Chocapalha 2014 CastelÃ£o (Lisboa),Portugal,88,12.00,Lisboa,CastelÃ£o,Quinta de Chocapalha,8,8
19339,Rooster Hill 2014 Dry Riesling (Finger Lakes),US,86,17.00,New York,Riesling,Rooster Hill,1022,329
19340,Sheldrake Point 2014 Ice Wine Riesling (Finger Lakes),US,90,60.00,New York,Riesling,Sheldrake Point,1022,329
19341,Lismore 2014 Chardonnay,NULL,88,36.00,NULL,Chardonnay,Lismore,2294,1
19342,Swiftwater Cellars 2014 Malbec (Columbia Valley (WA)),US,89,42.00,Washington,Malbec,Swiftwater Cellars,549,117
19343,Jezebel 2014 Pinot Noir (Oregon),US,88,18.00,Oregon,Pinot Noir,Jezebel,2648,1958
19344,Force Majeure 2014 Estate Grown Parvata Red (Red Mountain),US,91,65.00,Washington,RhÃ´ne-style Red Blend,Force Majeure,294,152
19345,Domaine de la Loge 2014 Pouilly-FumÃ©,France,88,35.00,Loire Valley,Sauvignon Blanc,Domaine de la Loge,1025,191
19346,Merryvale 2014 Sauvignon Blanc (Napa Valley),US,90,28.00,California,Sauvignon Blanc,Merryvale,1025,462
19347,ChÃ¢teau Siaurac 2014 Lalande de Pomerol,France,91,25.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Siaurac,1376,946
19348,Fontaine du Clos 2014 Confidences Red (CÃ´tes du RhÃ´ne),France,91,40.00,RhÃ´ne Valley,RhÃ´ne-style Red Blend,Fontaine du Clos,294,133
19349,ChÃ¢teau Beychevelle 2014 Amiral de Beychevelle (Saint-Julien),France,92,50.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Beychevelle,1376,946
19350,Seven Oxen 2014 Cassidy Red (Paso Robles),US,90,42.00,California,RhÃ´ne-style Red Blend,Seven Oxen,294,152
19351,Wise Villa 2014 Estate TorrontÃ©s (Alta Mesa),US,90,30.00,California,TorrontÃ©s,Wise Villa,52,3
19352,J. Lohr 2014 Tower Road Petite Sirah (Paso Robles),US,89,35.00,California,Petite Sirah,J. Lohr,170,165
19353,Sokol Blosser 2014 Evolution Pinot Noir (Willamette Valley),US,88,20.00,Oregon,Pinot Noir,Sokol Blosser,2648,1958
19354,Terras Gauda 2014 Abadia de San Campio AlbariÃ±o (RÃ­as Baixas),Spain,89,20.00,Galicia,AlbariÃ±o,Terras Gauda,93,66
19355,The Archivist 2014 Cabernet Sauvignon (Paso Robles),US,85,18.00,California,Cabernet Sauvignon,The Archivist,1845,1432
19356,Sobon Estate 2014 Red (Amador County),US,88,14.00,California,RhÃ´ne-style Red Blend,Sobon Estate,294,152
19357,Magnum Vinhos 2014 Ribeiro Santo Encruzado (DÃ£o),Portugal,91,20.00,DÃ£o,Encruzado,Magnum Vinhos,6,6
19358,Charles Krug 2014 Pinot Noir (Carneros),US,86,28.00,California,Pinot Noir,Charles Krug,2648,1958
19359,Villa Maria 2014 Reserve Gimblett Gravels Merlot (Hawke's Bay),New Zealand,93,50.00,Hawke's Bay,Merlot,Villa Maria,593,1
19360,Hillinger 2014 Eveline Pinot Noir (Burgenland),Austria,89,22.00,Burgenland,Pinot Noir,Hillinger,2648,21
19361,Grow Wines 2014 Ruhl Vineyard Chardonnay (Mount Veeder),US,93,38.00,California,Chardonnay,Grow Wines,2294,1342
19362,Malat 2014 Alte Reben HÃ¶hlgraben Reserve GrÃ¼ner Veltliner (Kremstal),Austria,95,36.00,Kremstal,GrÃ¼ner Veltliner,Malat,252,229
19363,Adelsheim 2014 Boulder Bluff Vineyard Pinot Noir (Chehalem Mountains),US,92,68.00,Oregon,Pinot Noir,Adelsheim,2648,1958
19364,Navarro 2014 Edelzwicker (Anderson Valley),US,89,16.00,California,Edelzwicker,Navarro,2,1
19365,Alliance Loire 2014 Demoiselle Bleue (Saumur),France,84,15.00,Loire Valley,Cabernet Franc,Alliance Loire,262,43
19366,Crocedimezzo 2014 Rosso di Montalcino,Italy,87,25.00,Tuscany,Sangiovese,Crocedimezzo,524,430
19367,Folie Ã  Deux 2014 Chardonnay (Russian River Valley),US,90,18.00,California,Chardonnay,Folie Ã  Deux,2294,1342
19368,Naggiar 2014 Vino Bianco White (Sierra Foothills),US,85,21.00,California,White Blend,Naggiar,465,118
19369,Chanin 2014 La Rinconada Vineyard Pinot Noir (Sta. Rita Hills),US,94,60.00,California,Pinot Noir,Chanin,2648,1958
19370,Ravoire et Fils 2014 Florette RosÃ© (Coteaux Varois en Provence),France,84,13.00,Provence,RosÃ©,Ravoire et Fils,735,407
19371,Mercer 2014 Malbec (Horse Heaven Hills),US,88,19.00,Washington,Malbec,Mercer,549,117
19372,Piera Martellozzo 2014 Terre Magre Sauvignon (Friuli Grave),Italy,86,16.00,Northeastern Italy,Sauvignon,Piera Martellozzo,54,53
19373,Rio Madre 2014 Rioja,Spain,84,11.00,Northern Spain,Tempranillo,Rio Madre,355,282
19374,Purple Hands 2014 Holstein Vineyard Pinot Noir (Dundee Hills),US,91,50.00,Oregon,Pinot Noir,Purple Hands,2648,1958
19375,Day 2014 Crowley Station Vineyards Pinot Noir (Eola-Amity Hills),US,86,45.00,Oregon,Pinot Noir,Day,2648,1958
19376,Rutherford Ranch 2014 Cabernet Sauvignon (Napa Valley),US,87,35.00,California,Cabernet Sauvignon,Rutherford Ranch,1845,1432
19377,Yealands 2014 Single Vineyard Pinot Noir (Awatere Valley),New Zealand,88,25.00,Awatere Valley,Pinot Noir,Yealands,2648,106
19378,Domaine Bruno Clair 2014 Les Longeroies (Marsannay),France,92,0.00,Burgundy,Pinot Noir,Domaine Bruno Clair,2648,387
19379,Brooklyn Oenology 2014 As If Courage RosÃ© (New York),US,86,35.00,New York,RosÃ©,Brooklyn Oenology,735,176
19380,Bodega Catena Zapata 2014 Catena Chardonnay (Mendoza),Argentina,88,20.00,Mendoza Province,Chardonnay,Bodega Catena Zapata,2294,64
19381,Le Cadeau 2014 DiversitÃ© Pinot Noir (Willamette Valley),US,93,50.00,Oregon,Pinot Noir,Le Cadeau,2648,1958
19382,La Crema 2014 Pinot Noir (Green Valley),US,93,65.00,California,Pinot Noir,La Crema,2648,1958
19383,Plaisance Ranch 2014 Barrel Fermented Chardonnay (Applegate Valley),US,87,25.00,Oregon,Chardonnay,Plaisance Ranch,2294,1342
19384,Fritz Windisch 2014 GAu-Bischofsheimer Herrnberg Kerner Auslese Riesling (Rheinhessen),Germany,86,16.00,Rheinhessen,Riesling,Fritz Windisch,1022,356
19385,Saffron Fields Vineyard 2014 Dijon Clones Pinot Noir,US,90,50.00,Oregon,Pinot Noir,Saffron Fields Vineyard,2648,1958
19386,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Sauvignon Blanc (Casablanca Valley),Chile,84,13.00,Casablanca Valley,Sauvignon Blanc,Domaines Barons de Rothschild (Lafite),1025,137
19387,Lange 2014 Three Hills CuvÃ©e Pinot Noir (Willamette Valley),US,90,50.00,Oregon,Pinot Noir,Lange,2648,1958
19388,Jose Maria Vieira 2014 Borges Quinta da Soalheira Red (Douro),Portugal,85,8.00,Douro,Portuguese Red,Jose Maria Vieira,492,492
19389,The Decision 2014 Giusti Ranch Estate Pinot Noir (Russian River Valley),US,90,80.00,California,Pinot Noir,The Decision,2648,1958
19390,La Tunella 2014 Sauvignon (Friuli Colli Orientali),Italy,86,20.00,Northeastern Italy,Sauvignon,La Tunella,54,53
19391,Schuchmann Wines 2014 Rkatsiteli (Kakheti),Georgia,89,0.00,Kakheti,Rkatsiteli,Schuchmann Wines,7,4
19392,Dr. Konstantin Frank 2014 Muskat Ottonel (Finger Lakes),US,89,20.00,New York,Muskat Ottonel,Dr. Konstantin Frank,8,3
19393,Etienne Boileau 2014 MontÃ©e de Tonnerre Premier Cru (Chablis),France,91,32.00,Burgundy,Chardonnay,Etienne Boileau,2294,514
19394,Finca El Origen 2014 Gran Reserva Vista Flores Single Vineyard Cabernet Sauvignon (Uco Valley),Argentina,89,23.00,Mendoza Province,Cabernet Sauvignon,Finca El Origen,1845,96
19395,Vionta 2014 Limited Release AlbariÃ±o (RÃ­as Baixas),Spain,89,15.00,Galicia,AlbariÃ±o,Vionta,93,66
19396,Baron Philippe de Rothschild 2014 Mouton Cadet (Bordeaux),France,85,11.00,Bordeaux,Bordeaux-style Red Blend,Baron Philippe de Rothschild,1376,946
19397,Stinson 2014 Meritage (Monticello),US,89,32.00,Virginia,Meritage,Stinson,44,44
19398,Lackner Tinnacher 2014 Welschriesling (SÃ¼dsteiermark),Austria,82,15.00,SÃ¼dsteiermark,Welschriesling,Lackner Tinnacher,4,3
19399,M. Chapoutier 2014 Petite Ruche White (Crozes-Hermitage),France,88,30.00,RhÃ´ne Valley,RhÃ´ne-style White Blend,M. Chapoutier,85,35
19400,Maximin GrÃ¼nhÃ¤user 2014 Trocken Riesling (Mosel),Germany,88,22.00,Mosel,Riesling,Maximin GrÃ¼nhÃ¤user,1022,356
19401,Harry & David 2014 Merlot (Southern Oregon),US,84,20.00,Oregon,Merlot,Harry & David,593,419
19402,Malk 2014 Pinot Noir (Fort Ross-Seaview),US,84,60.00,California,Pinot Noir,Malk,2648,1958
19403,Rodney Strong 2014 Cabernet Sauvignon (Knights Valley),US,88,28.00,California,Cabernet Sauvignon,Rodney Strong,1845,1432
19404,ChÃ¢teau Vartely 2014 D'Or FeteascÃÅ½ RegalÃÅ½ (Moldova),Moldova,87,11.00,Moldova,FeteascÃÅ½ RegalÃÅ½,ChÃ¢teau Vartely,2,1
19405,Cave de Cleebourg 2014 Symphonie en P Sparkling (CrÃ©mant d'Alsace),France,91,25.00,Alsace,Sparkling Blend,Cave de Cleebourg,176,12
19406,Muzic 2014 Sauvignon (Collio),Italy,88,22.00,Northeastern Italy,Sauvignon,Muzic,54,53
19407,Tenuta La Viola 2014 Interra Rosso Sangiovese (Romagna),Italy,89,38.00,Central Italy,Sangiovese,Tenuta La Viola,524,430
19408,Lagaria 2014 Chardonnay (Vigneti delle Dolomiti),Italy,84,11.00,Northeastern Italy,Chardonnay,Lagaria,2294,54
19409,ChÃ¢teau Rimauresq 2014 Rimauresq RosÃ© (CÃ´tes de Provence),France,88,20.00,Provence,RosÃ©,ChÃ¢teau Rimauresq,735,407
19410,Patrice Moreux 2014 Corty Artisan Silex (Pouilly-FumÃ©),France,89,25.00,Loire Valley,Sauvignon Blanc,Patrice Moreux,1025,191
19411,Silver Trident 2014 Apollo's Folly RosÃ© of Pinot Noir (Sonoma Coast),US,90,28.00,California,Pinot Noir,Silver Trident,2648,1958
19412,Cave des Producteurs de Vouvray 2014 Les Fosses d'Hareng (Vouvray),France,88,18.00,Loire Valley,Chenin Blanc,Cave des Producteurs de Vouvray,119,48
19413,AimÃ© Roquesante 2014 RosÃ© (CÃ´tes de Provence),France,85,12.00,Provence,RosÃ©,AimÃ© Roquesante,735,407
19414,Domaine Saint-AndrÃ© de FiguiÃ¨re 2014 PremiÃ¨re de FiguiÃ¨re RosÃ© (CÃ´tes de Provence),France,91,25.00,Provence,RosÃ©,Domaine Saint-AndrÃ© de FiguiÃ¨re,735,407
19415,Dragonette 2014 Duvarita Vineyard Pinot Noir (Santa Barbara County),US,92,60.00,California,Pinot Noir,Dragonette,2648,1958
19416,Falernia 2014 Reserva Sauvignon Blanc (Elqui Valley),Chile,81,10.00,Elqui Valley,Sauvignon Blanc,Falernia,1025,137
19417,Maison L'EnvoyÃ© 2014 The AttachÃ© Pinot Noir (Willamette Valley),US,86,40.00,Oregon,Pinot Noir,Maison L'EnvoyÃ©,2648,1958
19418,Marangona 2014 Lugana,Italy,89,18.00,Lombardy,Turbiana,Marangona,27,27
19419,La Chablisienne 2014 Fourchaume Premier Cru (Chablis),France,93,40.00,Burgundy,Chardonnay,La Chablisienne,2294,514
19420,Domaine RenÃ© Bouvier 2014 Les Longeroies (Marsannay),France,91,0.00,Burgundy,Pinot Noir,Domaine RenÃ© Bouvier,2648,387
19421,Bostavan 2014 Via Etulia Reserve Chardonnay (Moldova),Moldova,86,10.00,Moldova,Chardonnay,Bostavan,2294,1
19422,Quintas de MelgaÃ§o 2014 Torre de Menagem Escolha White (Vinho Verde),Portugal,89,13.00,Vinho Verde,Portuguese White,Quintas de MelgaÃ§o,248,248
19423,Ingrid Groiss 2014 Sauberg Tradition GrÃ¼ner Veltliner (Weinviertel),Austria,92,46.00,Weinviertel,GrÃ¼ner Veltliner,Ingrid Groiss,252,229
19424,Artezin 2014 Old Vine Zinfandel (Mendocino County),US,92,18.00,California,Zinfandel,Artezin,517,515
19425,Oyster Bay 2014 Sauvignon Blanc (Marlborough),New Zealand,86,15.00,Marlborough,Sauvignon Blanc,Oyster Bay,1025,100
19426,Reichsgraf von Kesselstatt 2014 Graach JosephshÃ¶fer GG Trocken Riesling (Mosel),Germany,94,52.00,Mosel,Riesling,Reichsgraf von Kesselstatt,1022,356
19427,Dorigo 2014 Ribolla Gialla (Friuli Colli Orientali),Italy,87,16.00,Northeastern Italy,Ribolla Gialla,Dorigo,12,11
19428,Stephen Ross 2014 Pinot Noir (Santa Lucia Highlands),US,93,25.00,California,Pinot Noir,Stephen Ross,2648,1958
19429,Montevina 2014 Independence Point Cabernet Sauvignon (California),US,89,12.00,California,Cabernet Sauvignon,Montevina,1845,1432
19430,ChÃ¢teau de Santenay 2014 Nuits-St.-Georges,France,88,65.00,Burgundy,Pinot Noir,ChÃ¢teau de Santenay,2648,387
19431,Trione 2014 River Road Ranch Sauvignon Blanc (Russian River Valley),US,91,23.00,California,Sauvignon Blanc,Trione,1025,462
19432,Saintsbury 2014 Chardonnay (Carneros),US,91,26.00,California,Chardonnay,Saintsbury,2294,1342
19433,KitÃ¡ 2014 Hilliard Bruce Vineyard Chardonnay (Sta. Rita Hills),US,93,30.00,California,Chardonnay,KitÃ¡,2294,1342
19434,La Chablisienne 2014 Mont de Milieu Premier Cru (Chablis),France,93,40.00,Burgundy,Chardonnay,La Chablisienne,2294,514
19435,Asuncion Ridge 2014 Barrel Select Pinot Noir (San Luis Obispo County),US,93,65.00,California,Pinot Noir,Asuncion Ridge,2648,1958
19436,Wilson 2014 Three Dog Zin Zinfandel (Sonoma County),US,86,29.00,California,Zinfandel,Wilson,517,515
19437,BergstrÃ¶m 2014 Winery Block Pinot Noir (Chehalem Mountains),US,91,75.00,Oregon,Pinot Noir,BergstrÃ¶m,2648,1958
19438,Ded.Reckoning 2014 Sabre Malbec (Columbia Valley (WA)),US,84,20.00,Washington,Malbec,Ded.Reckoning,549,117
19439,Sogrape 2014 Herdade do Peso Colheita Red (Alentejo),Portugal,91,20.00,Alentejo,Portuguese Red,Sogrape,492,492
19440,Domaine Pascal Bouchard 2014 La Classique (Chablis),France,85,0.00,Burgundy,Chardonnay,Domaine Pascal Bouchard,2294,514
19441,Draga 2014 Pinot Grigio (Collio),Italy,88,30.00,Northeastern Italy,Pinot Grigio,Draga,188,110
19442,MacRostie 2014 Sangiacomo Vineyard Chardonnay (Carneros),US,92,46.00,California,Chardonnay,MacRostie,2294,1342
19443,Passaggio 2014 Blau Vineyards Merlot (Knights Valley),US,86,55.00,California,Merlot,Passaggio,593,419
19444,Arboleda 2014 Pinot Noir (Aconcagua Costa),Chile,87,25.00,Aconcagua Costa,Pinot Noir,Arboleda,2648,94
19445,Stoller 2014 Pinot Noir (Dundee Hills),US,91,30.00,Oregon,Pinot Noir,Stoller,2648,1958
19446,Avancia 2014 MencÃ­a (Valdeorras),Spain,90,44.00,Northern Spain,MencÃ­a,Avancia,38,38
19447,Dopff & Irion 2014 CrustacÃ©s White (Alsace),France,86,12.00,Alsace,Alsace white blend,Dopff & Irion,8,8
19448,Fonte alla Selva 2014 Chianti Classico,Italy,87,0.00,Tuscany,Red Blend,Fonte alla Selva,1726,726
19449,Rancho Sisquoc 2014 Cabernet Sauvignon (Santa Barbara County),US,87,25.00,California,Cabernet Sauvignon,Rancho Sisquoc,1845,1432
19450,Testarossa 2014 CuvÃ©e 107 Chardonnay (Santa Lucia Highlands),US,85,23.00,California,Chardonnay,Testarossa,2294,1342
19451,PflÃ¼ger 2014 Buntsandstein Trocken Riesling (Pfalz),Germany,91,20.00,Pfalz,Riesling,PflÃ¼ger,1022,356
19452,Domaine Costa Lazaridi 2014 ChÃ¢teau Julia Assyrtico (Drama),Greece,90,18.00,Drama,Assyrtico,Domaine Costa Lazaridi,8,8
19453,Georges Duboeuf 2014 ChÃ¢teau des Vierres (Beaujolais-Villages),France,86,15.00,Beaujolais,Gamay,Georges Duboeuf,191,190
19454,Origin 2014 Johan Vineyard Pinot Noir (Willamette Valley),US,90,60.00,Oregon,Pinot Noir,Origin,2648,1958
19455,Montalbera 2014 La Ribelle (Barbera d'Asti),Italy,87,20.00,Piedmont,Barbera,Montalbera,152,100
19456,Agustinos 2014 Reserva Cabernet Sauvignon (Maipo Valley),Chile,88,16.00,Maipo Valley,Cabernet Sauvignon,Agustinos,1845,152
19457,Romantic 2014 Authentic & Chic Cabernet Sauvignon (Vin de France),France,86,10.00,France Other,Cabernet Sauvignon,Romantic,1845,11
19458,Alfredo Roca 2014 Fincas Chardonnay (Mendoza),Argentina,83,13.00,Mendoza Province,Chardonnay,Alfredo Roca,2294,64
19459,Louis Jadot 2014 Clos de la Roche,France,97,286.00,Burgundy,Pinot Noir,Louis Jadot,2648,387
19460,Cupcake 2014 Cabernet Sauvignon (California),US,86,13.00,California,Cabernet Sauvignon,Cupcake,1845,1432
19461,Joseph Mellot 2014 Domaine des Mariniers (Pouilly-FumÃ©),France,89,30.00,Loire Valley,Sauvignon Blanc,Joseph Mellot,1025,191
19462,ChÃ¢teau du Claouset 2014 Bordeaux Blanc,France,85,12.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau du Claouset,189,180
19463,ChÃ¢teau Meyre 2014 Haut-MÃ©doc,France,87,25.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Meyre,1376,946
19464,ChÃ¢teau Haut Millet 2014 Blaye CÃ´tes de Bordeaux,France,84,22.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Haut Millet,1376,946
19465,Lionel Osmin & Cie 2014 Ondenc,France,90,15.00,Southwest France,Ondenc,Lionel Osmin & Cie,1,1
19466,Tenuta di Sesta 2014 Rosso di Montalcino,Italy,87,18.00,Tuscany,Sangiovese,Tenuta di Sesta,524,430
19467,Les Vignerons RÃ©unis de MonsÃ©gur 2014 ChÃ¢teau Tuilerie PagÃ¨s (Bordeaux),France,85,15.00,Bordeaux,Bordeaux-style Red Blend,Les Vignerons RÃ©unis de MonsÃ©gur,1376,946
19468,Guardian 2014 The Wanted Merlot (Columbia Valley (WA)),US,87,39.00,Washington,Merlot,Guardian,593,419
19469,Confrerie de Oisly et ThesÃ©e 2014 Les Gourmets Sauvignon Blanc (Touraine),France,85,9.00,Loire Valley,Sauvignon Blanc,Confrerie de Oisly et ThesÃ©e,1025,191
19470,Talbott 2014 Sleepy Hollow Vineyard Estate Grown Chardonnay (Santa Lucia Highlands),US,92,50.00,California,Chardonnay,Talbott,2294,1342
19471,Adega de Cantanhede 2014 MarquÃÂªs de Marialva Colheita Seleccionada White (Bairrada),Portugal,84,11.00,Bairrada,Portuguese White,Adega de Cantanhede,248,248
19472,Jezreel 2014 Kerem Shfeya Carignan (Samson),Israel,92,40.00,Samson,Carignan,Jezreel,19,3
19473,Shea 2014 West Hill Pinot Noir (Willamette Valley),US,92,66.00,Oregon,Pinot Noir,Shea,2648,1958
19474,ChÃ¢teau du Roc 2014 Castillon CÃ´tes de Bordeaux,France,88,25.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau du Roc,1376,946
19475,Fire Road 2014 Sauvignon Blanc (Marlborough),New Zealand,86,14.00,Marlborough,Sauvignon Blanc,Fire Road,1025,100
19476,TintoNegro 2014 Malbec (Uco Valley),Argentina,88,17.00,Mendoza Province,Malbec,TintoNegro,549,316
19477,Perescuma 2014 Terra Brava Red (Alentejano),Portugal,86,10.00,Alentejano,Portuguese Red,Perescuma,492,492
19478,Benton-Lane 2014 Estate Grown Pinot Noir (Willamette Valley),US,88,27.00,Oregon,Pinot Noir,Benton-Lane,2648,1958
19479,Rodney Strong 2014 Cabernet Sauvignon (Knights Valley),US,88,28.00,California,Cabernet Sauvignon,Rodney Strong,1845,1432
19480,Novy 2014 Syrah (Santa Lucia Highlands),US,93,29.00,California,Syrah,Novy,829,631
19481,Hogue 2014 Reserve Chardonnay (Columbia Valley (WA)),US,85,25.00,Washington,Chardonnay,Hogue,2294,1342
19482,McFadden 2014 Blue Quail Chardonnay (Potter Valley),US,85,15.00,California,Chardonnay,McFadden,2294,1342
19483,Chanin 2014 Los Alamos Vineyard Pinot Noir (Santa Barbara County),US,95,50.00,California,Pinot Noir,Chanin,2648,1958
19484,Sofia 2014 RosÃ© (Monterey County),US,88,19.00,California,RosÃ©,Sofia,735,176
19485,ChÃ¢teau Pilet 2014 Les Hauts de Massonne (Bordeaux Blanc),France,88,0.00,Bordeaux,Bordeaux-style White Blend,ChÃ¢teau Pilet,189,180
19486,Domaine Weinbach 2014 CuvÃ©e Laurence Gewurztraminer (Alsace),France,94,48.00,Alsace,GewÃ¼rztraminer,Domaine Weinbach,203,100
19487,Louis Latour 2014 Marsannay,France,87,26.00,Burgundy,Pinot Noir,Louis Latour,2648,387
19488,Illuminati Dino 2014 Costalupo (Trebbiano d'Abruzzo),Italy,86,12.00,Central Italy,Trebbiano,Illuminati Dino,9,8
19655,Vega MontÃ¡n 2014 MencÃ­a (Bierzo),Spain,89,10.00,Northern Spain,MencÃ­a,Vega MontÃ¡n,38,38
19489,ChÃ¢teau Lamothe de Haux 2014 Cadillac CÃ´tes de Bordeaux,France,91,30.00,Bordeaux,Bordeaux-style Red Blend,ChÃ¢teau Lamothe de Haux,1376,946
19490,ChÃ¢teau de Santenay 2014 Meursault,France,90,60.00,Burgundy,Chardonnay,ChÃ¢teau de Santenay,2294,514
19491,Casarena 2014 505 Chardonnay (Mendoza),Argentina,82,12.00,Mendoza Province,Chardonnay,Casarena,2294,64
19492,Halcon 2014 Wentzel Vineyard Pinot Noir (Anderson Valley),US,91,42.00,California,Pinot Noir,Halcon,2648,1958
19493,Ammunition 2014 The Equalizer Red (Sonoma County),US,89,20.00,California,Red Blend,Ammunition,1726,528
19494,Atalon 2014 Sauvignon Blanc (Napa Valley),US,89,21.00,California,Sauvignon Blanc,Atalon,1025,462
19495,Lidio Carraro 2014 Agnus Tannat (Serra GaÃºcha),Brazil,86,12.00,Serra GaÃºcha,Tannat,Lidio Carraro,37,3
19496,Parxet 2014 CuvÃ©e 21 Made With Organic Grapes Sparkling (Cava),Spain,89,15.00,Catalonia,Sparkling Blend,Parxet,176,41
