id,title,country,points,price,province,variety,winery
18510,Lucky Rock Wine Co. 2013 Pinot Noir (Sonoma County),US,85,$20.00 ,California,Pinot Noir,Lucky Rock Wine Co.
18511,Maurice Ecard 2013 Bourgogne,France,84,$20.00 ,Burgundy,Pinot Noir,Maurice Ecard
18512,ViÃƒÂ±a EguÃƒÂ­a 2013 Rioja,Spain,84,$14.00 ,Northern Spain,Tempranillo,ViÃƒÂ±a EguÃƒÂ­a
18513,Fulcrum 2013 Landy Vineyard Petite Sirah (Russian River Valley),US,90,$45.00 ,California,Petite Sirah,Fulcrum
18514,ChÃƒÂ¢teau Lamartine 2013 Prestige du Malbec (Cahors),France,91,$18.00 ,Southwest France,Malbec,ChÃƒÂ¢teau Lamartine
18515,Millbrook 2013 Proprietor's Special Reserve Chardonnay (Hudson River Region),US,84,$25.00 ,New York,Chardonnay,Millbrook
18516,Pizzorno 2013 Reserva Tannat (Canelones),Uruguay,88,$20.00 ,Canelones,Tannat,Pizzorno
18517,Fielding Hills 2013 Estate Riverbend Vineyard Cabernet Sauvignon (Wahluke Slope),US,91,$44.00 ,Washington,Cabernet Sauvignon,Fielding Hills
18518,Plaisance Ranch 2013 Malbec (Applegate Valley),US,88,$30.00 ,Oregon,Malbec,Plaisance Ranch
18519,MontGras 2013 Reserva Sauvignon Blanc (Leyda Valley),Chile,86,$12.00 ,Leyda Valley,Sauvignon Blanc,MontGras
18520,La Follette 2013 Van Der Kamp Vineyard Pinot Noir (Sonoma Mountain),US,93,$42.00 ,California,Pinot Noir,La Follette
18521,Domaine de la Foliette 2013 Clos de la Fontaine Vieilles Vignes Sur Lie (Muscadet SÃƒÂ¨vre et Maine),France,88,NULL,Loire Valley,Melon,Domaine de la Foliette
18522,Rivetto 2013 del Comune di Serralunga d'Alba (Barolo),Italy,93,NULL,Piedmont,Nebbiolo,Rivetto
18523,Balletto 2013 Winery Block Pinot Noir (Russian River Valley),US,94,$42.00 ,California,Pinot Noir,Balletto
18524,Callaway 2013 Wild Yeast Syrah (Temecula Valley),US,83,NULL,California,Syrah,Callaway
18525,Saint Gregory 2013 Pinot Meunier (Mendocino),US,91,$20.00 ,California,Pinot Meunier,Saint Gregory
18526,Astrolabe 2013 Province Sauvignon Blanc (Marlborough),New Zealand,88,$23.00 ,Marlborough,Sauvignon Blanc,Astrolabe
18527,Williams Selyem 2013 Olivet Lane Vineyard Chardonnay (Russian River Valley),US,92,$58.00 ,California,Chardonnay,Williams Selyem
18528,Flowers 2013 Seaview Ridge Estate Bottled Pinot Noir (Sonoma Coast),US,94,$70.00 ,California,Pinot Noir,Flowers
18529,Anita et AndrÃƒÂ© Kuhnel 2013 Coteau de Malval (Beaujolais-Villages),France,87,$20.00 ,Beaujolais,Gamay,Anita et AndrÃƒÂ© Kuhnel
18530,Gear and Sprocket 2013 Pinot Noir (Willamette Valley),US,87,$20.00 ,Oregon,Pinot Noir,Gear and Sprocket
18531,Fontodi 2013 Vigna del Sorbo Gran Selezione (Chianti Classico),Italy,94,$80.00 ,Tuscany,Sangiovese,Fontodi
18532,Ottimino Vineyards 2013 Zinfinity Zinfandel (Sonoma County),US,91,$20.00 ,California,Zinfandel,Ottimino Vineyards
18533,Arboleda 2013 Pinot Noir (Aconcagua Costa),Chile,83,$20.00 ,Aconcagua Costa,Pinot Noir,Arboleda
18534,Testarossa 2013 Cuvee 107 Chardonnay (Santa Lucia Highlands),US,89,$20.00 ,California,Chardonnay,Testarossa
18535,August Kesseler 2013 CuvÃƒÂ©e Max Trocken Pinot Noir (Rheingau),Germany,93,$116.00 ,Rheingau,Pinot Noir,August Kesseler
18536,Marani 2013 Kondoli Single Vineyard Saperavi (Kakheti),Georgia,90,$18.00 ,Kakheti,Saperavi,Marani
18537,El Ganador 2013 Malbec (Mendoza),Argentina,84,$10.00 ,Mendoza Province,Malbec,El Ganador
18538,Glatzer 2013 Weissburgunder (Carnuntum),Austria,88,$19.00 ,Carnuntum,Weissburgunder,Glatzer
18539,Gnarly Head 2013 Pinot Grigio (California),US,85,$10.00 ,California,Pinot Grigio,Gnarly Head
18540,Weingut Christ 2013 Bisamberg White (Wiener Gemischter Satz),Austria,93,$35.00 ,Wiener Gemischter Satz,White Blend,Weingut Christ
18541,Housley's Century Oak 2013 Cabernet Sauvignon (Napa Valley),US,83,$50.00 ,California,Cabernet Sauvignon,Housley's Century Oak
18543,Beauregard 2013 Regan Vineyard Orange Wine Pinot Gris (Santa Cruz Mountains),US,88,$25.00 ,California,Pinot Gris,Beauregard
18544,Luiano 2013 Riserva (Chianti Classico),Italy,89,$25.00 ,Tuscany,Sangiovese,Luiano
18545,Zanasi 2013 Secco Pignoletto (Emilia),Italy,87,NULL,Central Italy,Pignoletto,Zanasi
18546,TrillÃƒÂ³n 2013 Verdejo (Rueda),Spain,87,$12.00 ,Northern Spain,Verdejo,TrillÃƒÂ³n
18547,Grassini 2013 Articondo Red (Happy Canyon of Santa Barbara),US,92,$45.00 ,California,Bordeaux-style Red Blend,Grassini
18548,Cantina del Pino 2013 Albesani (Barbaresco),Italy,90,$45.00 ,Piedmont,Nebbiolo,Cantina del Pino
18549,Prime Solum 2013 Circle R Vineyard Cabernet Sauvignon (Napa Valley),US,88,$79.00 ,California,Cabernet Sauvignon,Prime Solum
18550,Sweet Cheeks 2013 Pinot Gris (Willamette Valley),US,89,$16.00 ,Oregon,Pinot Gris,Sweet Cheeks
18551,Capezzana 2013 Monna Nera Red (Toscana),Italy,87,$10.00 ,Tuscany,Red Blend,Capezzana
18552,Fielding Hills 2013 Estate Riverbend Vineyard Merlot (Wahluke Slope),US,92,$36.00 ,Washington,Merlot,Fielding Hills
18553,ViÃƒÂ±a TabalÃƒÂ­ 2013 Vetas Blancas Reserva Especial Syrah (LimarÃƒÂ­ Valley),Chile,92,$20.00 ,LimarÃƒÂ­ Valley,Syrah,ViÃƒÂ±a TabalÃƒÂ­
18554,Domaine Allimant-Laugner 2013 Gewurztraminer (Alsace),France,86,$19.00 ,Alsace,GewÃƒÂ¼rztraminer,Domaine Allimant-Laugner
18555,Keating 2013 Encomium Cabernet Sauvignon (North Coast),US,90,$70.00 ,California,Cabernet Sauvignon,Keating
18556,Mike and Molly Hendry 2013 R.W. Moore Vineyard Zinfandel (Coombsville),US,91,$38.00 ,California,Zinfandel,Mike and Molly Hendry
18557,Bodegas Paniza 2013 AgostÃƒÂ³n Garnacha-Cabernet RosÃƒÂ© (CariÃƒÂ±ena),Spain,81,$13.00 ,Northern Spain,RosÃƒÂ©,Bodegas Paniza
18558,Mirabeau 2013 RosÃƒÂ© (CÃƒÂ´tes de Provence),France,85,$15.00 ,Provence,RosÃƒÂ©,Mirabeau
18559,Domaine Zind-Humbrecht 2013 Clos Saint Urbain Rangen de Thann Grand Cru Gewurztraminer (Alsace),France,95,$120.00 ,Alsace,GewÃƒÂ¼rztraminer,Domaine Zind-Humbrecht
18560,Gimenez Riili 2013 Padres Dedicados Malbec (Mendoza),Argentina,87,$30.00 ,Mendoza Province,Malbec,Gimenez Riili
18561,Fitapreta Vinhos 2013 Palpite Reserva Branco White (Alentejano),Portugal,91,$40.00 ,Alentejano,Portuguese White,Fitapreta Vinhos
18562,PrÃƒÂ­ncipe de Viana 2013 EdiciÃƒÂ³n Limitada Red (Navarra),Spain,90,$25.00 ,Northern Spain,Red Blend,PrÃƒÂ­ncipe de Viana
18563,Le Salette 2013 Amarone della Valpolicella Classico,Italy,91,$73.00 ,Veneto,Red Blend,Le Salette
18564,Adega Cooperativa Ponte de Barca 2013 Ela Branco White (Vinho Verde),Portugal,83,$9.00 ,Vinho Verde,Portuguese White,Adega Cooperativa Ponte de Barca
18565,Baer 2013 Callisto Red (Columbia Valley (WA)),US,91,$39.00 ,Washington,Red Blend,Baer
18566,Georges Duboeuf 2013 Domaine des ChÃƒÂ¨neviÃƒÂ¨res (MÃƒÂ¢con-Villages),France,84,$22.00 ,Burgundy,Chardonnay,Georges Duboeuf
18567,Jean-Baptiste Adam 2013 Kaefferkopf Grand Cru Vieilles Vignes Gewurztraminer (Alsace),France,91,$53.00 ,Alsace,GewÃƒÂ¼rztraminer,Jean-Baptiste Adam
18568,Von Strasser 2013 Sori Bricco Vineyard Red (Diamond Mountain District),US,88,$80.00 ,California,Bordeaux-style Red Blend,Von Strasser
18569,Domaine Perraud 2013 MÃƒÂ¢con La Roche Vineuse,France,88,NULL,Burgundy,Chardonnay,Domaine Perraud
18570,Opolo 2013 Rhapsody Reserve Meritage (Paso Robles),US,89,$47.00 ,California,Meritage,Opolo
18571,Feudi di San Gregorio 2013 Studi Bussi (Greco di Tufo),Italy,93,$60.00 ,Southern Italy,Greco,Feudi di San Gregorio
18572,Carhartt Vineyard 2013 Camp Four Vineyard Grenache Blanc (Santa Ynez Valley),US,89,$23.00 ,California,Grenache Blanc,Carhartt Vineyard
18573,Fontodi 2013 Chianti Classico,Italy,90,$39.00 ,Tuscany,Red Blend,Fontodi
18574,Louis Jadot 2013 Chapelle-Chambertin,France,97,$288.00 ,Burgundy,Pinot Noir,Louis Jadot
18575,Oak Grove 2013 Family Reserve Sauvignon Blanc (California),US,85,$8.00 ,California,Sauvignon Blanc,Oak Grove
18576,Canoe Ridge 2013 Reserve Chardonnay (Horse Heaven Hills),US,90,$20.00 ,Washington,Chardonnay,Canoe Ridge
18577,Laurent Gauthier 2013 Grand Cras Vieilles Vignes (Morgon),France,90,$25.00 ,Beaujolais,Gamay,Laurent Gauthier
18578,Yves Leccia 2013 E Croce Red (Patrimonio),France,90,$36.00 ,France Other,Red Blend,Yves Leccia
18579,Vallana 2013 Spanna Nebbiolo (Colline Novaresi),Italy,89,$18.00 ,Piedmont,Nebbiolo,Vallana
18580,Tertulia 2013 The Great Schism Reserve Riviere Galets Estate Vineyard Red (Walla Walla Valley (WA)),US,91,$55.00 ,Washington,RhÃƒÂ´ne-style Red Blend,Tertulia
18581,Coeur d'Alene 2013 Scarlet Lake Syrah (Washington),US,89,$28.00 ,Washington,Syrah,Coeur d'Alene
18582,Knapp 2013 Dry RosÃƒÂ© (Finger Lakes),US,84,$13.00 ,New York,RosÃƒÂ©,Knapp
18583,Emile Beyer 2013 L'Hostellerie Gewurztraminer (Alsace),France,89,$38.00 ,Alsace,GewÃƒÂ¼rztraminer,Emile Beyer
18584,Unger 2013 Stein Terrassen Riesling (Kremstal),Austria,90,$10.00 ,Kremstal,Riesling,Unger
18585,Pala 2013 Riserva (Cannonau di Sardegna),Italy,92,$27.00 ,Sicily & Sardinia,Cannonau,Pala
18586,Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),US,91,$40.00 ,California,Chardonnay,Summerland
18587,Lecci e Brocchi 2013 Chianti Classico,Italy,88,$28.00 ,Tuscany,Red Blend,Lecci e Brocchi
18588,D'Angelo 2013 Valle del Noce (Aglianico del Vulture),Italy,92,$45.00 ,Southern Italy,Aglianico,D'Angelo
18589,ChÃƒÂ¢teau la GaffeliÃƒÂ¨re 2013 Saint-ÃƒÂ‰milion,France,94,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau la GaffeliÃƒÂ¨re
18590,Mt. Konocti Winery 2013 Sangiovese (Lake County),US,89,$28.00 ,California,Sangiovese,Mt. Konocti Winery
18591,Dusted Valley 2013 Rachis Stone Tree Vineyard Syrah (Wahluke Slope),US,92,$53.00 ,Washington,Syrah,Dusted Valley
18592,Grans-Fassian 2013 Mineralschiefer Trocken Riesling (Mosel),Germany,90,$29.00 ,Mosel,Riesling,Grans-Fassian
18593,Perla del Garda 2013 Perla (Lugana),Italy,86,$21.00 ,Lombardy,Turbiana,Perla del Garda
18594,ChÃƒÂ¢teau la Rose du Pin 2013 Bordeaux,France,84,$13.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau la Rose du Pin
18595,Campo alla Sughera 2013 Arnione (Bolgheri Superiore),Italy,88,$55.00 ,Tuscany,Red Blend,Campo alla Sughera
18596,Sequum 2013 MIXT Red (Napa Valley),US,88,$50.00 ,California,Red Blend,Sequum
18597,Jefferson Vineyards 2013 Viognier (Virginia),US,88,$30.00 ,Virginia,Viognier,Jefferson Vineyards
18598,Kuentz-Bas 2013 Trois Chateaux Pinot Noir (Alsace),France,88,$36.00 ,Alsace,Pinot Noir,Kuentz-Bas
18599,Foppiano 2013 Estate Petite Sirah (Russian River Valley),US,88,$25.00 ,California,Petite Sirah,Foppiano
18600,Fortress 2013 Knights Reserve Cabernet Sauvignon (Knights Valley),US,91,$40.00 ,California,Cabernet Sauvignon,Fortress
18601,ChÃƒÂ¢teau d'Esclans 2013 Les Clans RosÃƒÂ© (CÃƒÂ´tes de Provence),France,91,$65.00 ,Provence,RosÃƒÂ©,ChÃƒÂ¢teau d'Esclans
18602,Mt. Difficulty 2013 Roaring Meg Pinot Noir (Central Otago),New Zealand,88,$25.00 ,Central Otago,Pinot Noir,Mt. Difficulty
18603,Balletto 2013 Sexton Hill Vineyard Pinot Noir (Russian River Valley),US,92,$42.00 ,California,Pinot Noir,Balletto
18604,Buffalo Grove 2013 Sauvignon Blanc (California),US,83,$9.00 ,California,Sauvignon Blanc,Buffalo Grove
18605,Drusian 2013 Col Fondo (Prosecco Treviso),Italy,87,$16.00 ,Veneto,Glera,Drusian
18606,Tinhof 2013 Muskat (Burgenland),Austria,90,NULL,Burgenland,Muskat,Tinhof
18607,Clos Troteligotte 2013 K-libre Chenin Blanc (CÃƒÂ´tes du Lot),France,86,$30.00 ,Southwest France,Chenin Blanc,Clos Troteligotte
18608,William Hill Estate 2013 Benchmark Red (Napa Valley),US,91,$95.00 ,California,Bordeaux-style Red Blend,William Hill Estate
18609,Heartland 2013 Spice Trader Shiraz-Cabernet Sauvignon (Langhorne Creek),Australia,88,$17.00 ,South Australia,Shiraz-Cabernet Sauvignon,Heartland
18610,Columbia Winery 2013 Limited Release Chardonnay (Yakima Valley),US,88,$25.00 ,Washington,Chardonnay,Columbia Winery
18611,ChÃƒÂ¢teau Penin 2013 Natur (Bordeaux),France,82,$18.00 ,Bordeaux,Merlot,ChÃƒÂ¢teau Penin
18612,Mazzocco 2013 Rockpile Reserve Zinfandel (Rockpile),US,92,$60.00 ,California,Zinfandel,Mazzocco
18613,Domaine du Clos de l'Elu 2013 Ephata Chenin Blanc (Anjou),France,93,NULL,Loire Valley,Chenin Blanc,Domaine du Clos de l'Elu
18614,Il Colombaio di Santa Chiara 2013 Selvabianca (Vernaccia di San Gimignano),Italy,87,$19.00 ,Tuscany,Vernaccia,Il Colombaio di Santa Chiara
18615,Devil Proof 2013 Farrow Ranch Malbec (Alexander Valley),US,95,$125.00 ,California,Malbec,Devil Proof
18616,Kooyong 2013 Farrago Chardonnay (Mornington Peninsula),Australia,90,$66.00 ,Victoria,Chardonnay,Kooyong
18617,Byington 2013 Smith Vineyards Petite Sirah (Dry Creek Valley),US,88,$36.00 ,California,Petite Sirah,Byington
18618,Quinta Vale Dona Maria 2013 VVV Valleys Red (Douro),Portugal,95,$34.00 ,Douro,Portuguese Red,Quinta Vale Dona Maria
18619,Ventosa 2013 Pinot Noir (Finger Lakes),US,87,$25.00 ,New York,Pinot Noir,Ventosa
18620,Tinhorn Creek 2013 Pinot Gris (Okanagan Valley),Canada,90,$19.00 ,British Columbia,Pinot Gris,Tinhorn Creek
18621,Carucci 2013 Duvarita Vineyard Syrah (Santa Barbara County),US,93,$42.00 ,California,Syrah,Carucci
18622,Atwater 2013 Dry Riesling (Seneca Lake),US,85,$16.00 ,New York,Riesling,Atwater
18623,EOS 2013 Cabernet Sauvignon (Central Coast),US,86,$20.00 ,California,Cabernet Sauvignon,EOS
18624,Saint M 2013 Riesling (Pfalz),Germany,88,$12.00 ,Pfalz,Riesling,Saint M
18625,Tenuta Santavenere 2013 Vino Nobile di Montepulciano,Italy,86,$18.00 ,Tuscany,Sangiovese,Tenuta Santavenere
18626,Castello di Bossi 2013 Chianti Classico,Italy,86,$20.00 ,Tuscany,Sangiovese,Castello di Bossi
18627,ChÃƒÂ¢teau de Cruzeau 2013 Pessac-LÃƒÂ©ognan,France,88,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau de Cruzeau
18628,Shea 2013 Block 23 Pinot Noir (Willamette Valley),US,93,$60.00 ,Oregon,Pinot Noir,Shea
18629,Markus Huber 2013 Engelsberg Riesling (Traisental),Austria,89,$24.00 ,Traisental,Riesling,Markus Huber
18630,Sol Rouge 2013 Zinfandel (Red Hills Lake County),US,92,$39.00 ,California,Zinfandel,Sol Rouge
18631,Law 2013 Sagacious Red (Paso Robles),US,95,$70.00 ,California,RhÃƒÂ´ne-style Red Blend,Law
18632,Calcu 2013 Cabernet Sauvignon (Colchagua Valley),Chile,88,$14.00 ,Colchagua Valley,Cabernet Sauvignon,Calcu
18633,ChÃƒÂ¢teau Montrose 2013 Saint-EstÃƒÂ¨phe,France,95,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Montrose
18634,Foris 2013 Estate Grown Pinot Gris (Rogue Valley),US,86,$14.00 ,Oregon,Pinot Gris,Foris
18635,Schloss Vollrads 2013 Kabinett Riesling (Rheingau),Germany,92,$25.00 ,Rheingau,Riesling,Schloss Vollrads
18636,Jack Creek 2013 Kruse Vineyard Chardonnay (Central Coast),US,90,$36.00 ,California,Chardonnay,Jack Creek
18637,Georges Duboeuf 2013 Domaine de la Madonne des Loges (Beaujolais-Villages),France,88,$14.00 ,Beaujolais,Gamay,Georges Duboeuf
18638,Thorn Clarke 2013 Shotfire Shiraz (Barossa),Australia,92,$23.00 ,South Australia,Shiraz,Thorn Clarke
18639,Vatan 2013 Toro,Spain,89,$45.00 ,Northern Spain,Tinta de Toro,Vatan
18640,Salentein 2013 Single Vineyard San Pablo Estate Chardonnay (Valle de Uco),Argentina,83,$50.00 ,Mendoza Province,Chardonnay,Salentein
18641,Beran 2013 Zinfandel (California),US,89,$24.00 ,California,Zinfandel,Beran
18642,Cloak & Dagger 2013 Espionage Bon Niche Vineyard Malbec (Paso Robles),US,91,$40.00 ,California,Malbec,Cloak & Dagger
18643,Poggio Argentiera 2013 Capatosta (Morellino di Scansano),Italy,89,$22.00 ,Tuscany,Red Blend,Poggio Argentiera
18644,DomÃƒÂ¤ne Wachau 2013 Kellerberg Smaragd Riesling (Wachau),Austria,94,$49.00 ,Wachau,Riesling,DomÃƒÂ¤ne Wachau
18645,ChÃƒÂ¢teau Lascombes 2013 Margaux,France,92,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Lascombes
18646,Colutta 2013 Chardonnay (Colli Orientali del Friuli),Italy,87,$20.00 ,Northeastern Italy,Chardonnay,Colutta
18647,Hedges 2013 La Haute CuvÃƒÂ©e Cabernet Sauvignon (Red Mountain),US,88,$60.00 ,Washington,Cabernet Sauvignon,Hedges
18648,The Farm Winery 2013 Primal Scream Red (Adelaida District),US,91,$60.00 ,California,RhÃƒÂ´ne-style Red Blend,The Farm Winery
18649,Poggio al Tesoro 2013 Sondraia (Bolgheri Superiore),Italy,90,$50.00 ,Tuscany,Red Blend,Poggio al Tesoro
18650,TH 2013 The Pick Red (Paso Robles Willow Creek District),US,89,$55.00 ,California,RhÃƒÂ´ne-style Red Blend,TH
18651,Rideau 2013 Camp 4 Vineyard Sangiovese (Santa Ynez Valley),US,91,$38.00 ,California,Sangiovese,Rideau
18652,Martin Ranch 2013 Therese Vineyards Dos Ninas Vineyard Cabernet Franc (Santa Clara Valley),US,89,$35.00 ,California,Cabernet Franc,Martin Ranch
18653,Harper Voit 2013 Bieze Vineyard Pinot Noir (Eola-Amity Hills),US,92,$65.00 ,Oregon,Pinot Noir,Harper Voit
18654,Mossback 2013 Pinot Noir (Russian River Valley),US,83,$25.00 ,California,Pinot Noir,Mossback
18655,Mt. Brave 2013 Cabernet Sauvignon (Mount Veeder),US,95,$75.00 ,California,Cabernet Sauvignon,Mt. Brave
18656,Yalumba 2013 The Strapper G-S-M (Barossa),Australia,91,$19.00 ,South Australia,G-S-M,Yalumba
18657,Domaine Saumaize-Michelin 2013 MÃƒÂ¢con-Vergisson,France,89,$27.00 ,Burgundy,Chardonnay,Domaine Saumaize-Michelin
18658,Dominus 2013 Napanook Vineyard Red (Yountville),US,93,$69.00 ,California,Bordeaux-style Red Blend,Dominus
18659,Acumen 2013 Sauvignon Blanc (Central Coast),US,85,$13.00 ,California,Sauvignon Blanc,Acumen
18660,RamÃƒÂ³n Bilbao 2013 Limited Edition (Rioja),Spain,86,$17.00 ,Northern Spain,Tempranillo,RamÃƒÂ³n Bilbao
18661,Il Borro 2013 Pian di Nova Red (Toscana),Italy,87,$19.00 ,Tuscany,Red Blend,Il Borro
18662,Kuentz-Bas 2013 Tradition Pinot Gris (Alsace),France,89,$19.00 ,Alsace,Pinot Gris,Kuentz-Bas
18663,Lar de Sotomayor 2013 Rioja,Spain,86,$20.00 ,Northern Spain,Tempranillo,Lar de Sotomayor
18664,Feudo di Santa Tresa 2013 Purato Made With Organic Grapes Nero d'Avola (Sicilia),Italy,86,$12.00 ,Sicily & Sardinia,Nero d'Avola,Feudo di Santa Tresa
18665,ChÃƒÂ¢teau Canon la GaffeliÃƒÂ¨re 2013 Saint-ÃƒÂ‰milion,France,93,NULL,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Canon la GaffeliÃƒÂ¨re
18666,Del Rio 2013 Claret (Rogue Valley),US,85,$35.00 ,Oregon,Claret,Del Rio
18667,Donnafugata 2013 Passito di Pantelleria,Italy,92,$45.00 ,Sicily & Sardinia,Zibibbo,Donnafugata
18668,ChÃƒÂ¢teau LÃƒÂ©oube 2013 SÃƒÂ©cret de LÃƒÂ©oube RosÃƒÂ© (CÃƒÂ´tes de Provence),France,89,$40.00 ,Provence,RosÃƒÂ©,ChÃƒÂ¢teau LÃƒÂ©oube
18669,Castello di Meleto 2013 Vigna Casi (Chianti Classico),Italy,88,$43.00 ,Tuscany,Sangiovese,Castello di Meleto
18670,Ceuso 2013 Scurati Nero d'Avola (Terre Siciliane),Italy,88,$16.00 ,Sicily & Sardinia,Nero d'Avola,Ceuso
18671,Tenuta Sant'Antonio 2013 Selezione Antonio Castagnedi (Amarone della Valpolicella),Italy,89,$45.00 ,Veneto,Red Blend,Tenuta Sant'Antonio
18672,Vidon Vineyard 2013 Mirabelle Clone 115 Pinot Noir (Chehalem Mountains),US,89,$50.00 ,Oregon,Pinot Noir,Vidon Vineyard
18673,Villa Yambol 2013 Reserve Cabernet Sauvignon (Thracian Valley),Bulgaria,89,$12.00 ,Thracian Valley,Cabernet Sauvignon,Villa Yambol
18674,Anglim 2013 Syrah (Paso Robles),US,88,$38.00 ,California,Syrah,Anglim
18675,Coeur d'Alene 2013 Cabernet Franc (Columbia Valley (WA)),US,90,$34.00 ,Washington,Cabernet Franc,Coeur d'Alene
18676,Castoro Cellars 2013 Whale Rock Vineyard Reserve Tempranillo (Paso Robles),US,88,$24.00 ,California,Tempranillo,Castoro Cellars
18677,Longboard 2013 Rochioli Vineyard Chardonnay (Russian River Valley),US,90,$54.00 ,California,Chardonnay,Longboard
18678,Barton & Guestier 2013 RÃƒÂ©serve Sauvignon Blanc (CÃƒÂ´tes de Gascogne),France,85,$7.00 ,Southwest France,Sauvignon Blanc,Barton & Guestier
18679,Refugio Ranch 2013 Roussanne-Viognier (Santa Ynez Valley),US,88,$28.00 ,California,Roussanne-Viognier,Refugio Ranch
18680,Chatom Vineyards 2013 Sauvignon Blanc (Calaveras County),US,87,$20.00 ,California,Sauvignon Blanc,Chatom Vineyards
18681,Stottle 2013 Big Eddie Red (Columbia Valley (WA)),US,89,$36.00 ,Washington,Bordeaux-style Red Blend,Stottle
18682,Martin Ray 2013 Reserve Chardonnay (Santa Cruz Mountains),US,92,$40.00 ,California,Chardonnay,Martin Ray
18683,Ramos-Pinto 2013 Duas Quintas Red (Douro),Portugal,89,$15.00 ,Douro,Portuguese Red,Ramos-Pinto
18684,Three Rivers 2013 Sauvignon Blanc (Columbia Valley (WA)),US,88,$18.00 ,Washington,Sauvignon Blanc,Three Rivers
18685,Spottswoode 2013 Lyndenhurst Cabernet Sauvignon (Napa Valley),US,95,$80.00 ,California,Cabernet Sauvignon,Spottswoode
18686,Aveleda 2013 Charamba Red (Douro),Portugal,86,$8.00 ,Douro,Portuguese Red,Aveleda
18687,Domaine SÃƒÂ©bastien Dampt 2013 Vaillons Premier Cru (Chablis),France,93,$37.00 ,Burgundy,Chardonnay,Domaine SÃƒÂ©bastien Dampt
18688,Sleight of Hand 2013 The Archimage Red (Columbia Valley (WA)),US,91,$52.00 ,Washington,Bordeaux-style Red Blend,Sleight of Hand
18689,ChÃƒÂ¢teau Pontet-Canet 2013 Pauillac,France,95,$105.00 ,Bordeaux,Bordeaux-style Red Blend,ChÃƒÂ¢teau Pontet-Canet
18690,Beaulieu Vineyard 2013 Reserve Pinot Noir (Carneros-Napa Valley),US,84,$45.00 ,California,Pinot Noir,Beaulieu Vineyard
18691,Millaman 2013 Estate Reserve CarmenÃƒÂ¨re (CuricÃƒÂ³ Valley),Chile,82,$10.00 ,CuricÃƒÂ³ Valley,CarmenÃƒÂ¨re,Millaman
18692,Anakena 2013 Enco Reserve CarmenÃƒÂ¨re (Cachapoal Valley),Chile,87,$12.00 ,Cachapoal Valley,CarmenÃƒÂ¨re,Anakena
18693,Emilio Moro 2013 Finca Resalso (Ribera del Duero),Spain,87,$14.00 ,Northern Spain,Tinto Fino,Emilio Moro
18694,SolÃƒÂ©na 2013 Zena Crown Pinot Noir (Eola-Amity Hills),US,86,$40.00 ,Oregon,Pinot Noir,SolÃƒÂ©na
18695,Ninety+ 2013 Super Cuvee Lot 95 Red (Napa Valley),US,85,$30.00 ,California,Red Blend,Ninety+
18696,Fabre Montmayou 2013 Trilogie Red (Mendoza),Argentina,86,$11.00 ,Mendoza Province,Red Blend,Fabre Montmayou
18697,Longboard 2013 Mystos Pinot Noir (Russian River Valley),US,90,$55.00 ,California,Pinot Noir,Longboard
18698,Ribbon Cliff 2013 Estate Reserve Blend Red (Columbia Valley (WA)),US,89,$30.00 ,Washington,Red Blend,Ribbon Cliff
18699,Les Vins de l'HerrÃƒÂ© 2013 La Galope Sauvignon Blanc (CÃƒÂ´tes de Gascogne),France,84,$11.00 ,Southwest France,Sauvignon Blanc,Les Vins de l'HerrÃƒÂ©
18700,Liquid Farm 2013 White Hills Chardonnay (Sta. Rita Hills),US,89,$40.00 ,California,Chardonnay,Liquid Farm
18701,J Vineyards & Winery 2013 Nicole's Vineyard Estate Grown Pinot Noir (Russian River Valley),US,90,$65.00 ,California,Pinot Noir,J Vineyards & Winery
18702,Castle Rock 2013 Chardonnay (Columbia Valley (WA)),US,84,$10.00 ,Washington,Chardonnay,Castle Rock
18703,Santa Ema 2013 Reserve Sauvignon Blanc (Leyda Valley),Chile,88,$15.00 ,Leyda Valley,Sauvignon Blanc,Santa Ema
18704,Byington 2013 RosÃƒÂ© of Pinot Noir (Santa Cruz Mountains),US,85,$39.00 ,California,Pinot Noir,Byington
18705,Kriselle 2013 Malbec (Rogue Valley),US,85,$28.00 ,Oregon,Malbec,Kriselle
18706,Maryhill 2013 Sauvignon Blanc (Columbia Valley (WA)),US,85,$10.00 ,Washington,Sauvignon Blanc,Maryhill
18707,Domaine Zind-Humbrecht 2013 Calcaire Gewurztraminer (Alsace),France,93,$55.00 ,Alsace,GewÃƒÂ¼rztraminer,Domaine Zind-Humbrecht
18708,DFJ Vinhos 2013 Consensus Pinot Noir-Touriga Nacional Red (Lisboa),Portugal,91,$19.00 ,Lisboa,Portuguese Red,DFJ Vinhos
18709,Chateau Lettau 2013 The Diva Pinot Noir (Santa Lucia Highlands),US,90,$45.00 ,California,Pinot Noir,Chateau Lettau
